cell,ix,iz,x_mm,z_mm,total_weight,num_slots,mean_E_MeV,mean_theta_rad,min_E_MeV,max_E_MeV,min_theta_rad,max_theta_rad
343,43,3,43.500000,3.500000,0.004983,17,148.775024,0.009845,147.375000,151.125000,-0.029167,0.068056
344,44,3,44.500000,3.500000,0.044848,73,148.675049,0.009412,146.625000,151.375000,-0.048611,0.068056
345,45,3,45.500000,3.500000,0.107635,82,148.594894,0.009520,146.375000,151.875000,-0.048611,0.068056
346,46,3,46.500000,3.500000,0.118598,75,148.616592,0.009956,146.625000,151.125000,-0.048611,0.068056
347,47,3,47.500000,3.500000,0.089696,75,148.627716,0.009752,146.125000,151.375000,-0.048611,0.068056
348,48,3,48.500000,3.500000,0.063784,77,148.695374,0.009358,146.625000,151.375000,-0.048611,0.068056
349,49,3,49.500000,3.500000,0.072753,70,148.583939,0.009924,146.375000,150.875000,-0.048611,0.068056
350,50,3,50.500000,3.500000,0.061791,66,148.633102,0.009612,145.875000,150.875000,-0.048611,0.068056
351,51,3,51.500000,3.500000,0.080726,74,148.618835,0.009698,146.375000,151.375000,-0.048611,0.068056
352,52,3,52.500000,3.500000,0.069764,53,148.599991,0.009728,146.125000,150.875000,-0.048611,0.048611
353,53,3,53.500000,3.500000,0.113615,79,148.668869,0.009724,145.625000,150.625000,-0.048611,0.068056
354,54,3,54.500000,3.500000,0.099662,78,148.617508,0.009516,146.125000,151.125000,-0.048611,0.068056
355,55,3,55.500000,3.500000,0.061791,71,148.645142,0.009700,144.875000,150.875000,-0.048611,0.068056
356,56,3,56.500000,3.500000,0.006976,26,148.482162,0.009480,146.125000,150.125000,-0.048611,0.048611
