cell,ix,iz,x_mm,z_mm,total_weight,num_slots,mean_E_MeV,mean_theta_rad,min_E_MeV,max_E_MeV,min_theta_rad,max_theta_rad
443,43,4,43.500000,4.500000,0.004977,20,148.275024,0.010065,146.875000,150.625000,-0.048611,0.087500
444,44,4,44.500000,4.500000,0.044797,92,148.175018,0.009266,146.125000,150.875000,-0.068056,0.087500
445,45,4,45.500000,4.500000,0.107514,98,148.094955,0.009406,145.875000,151.375000,-0.068056,0.087500
446,46,4,46.500000,4.500000,0.118464,91,148.116547,0.009824,146.125000,150.625000,-0.048611,0.087500
447,47,4,47.500000,4.500000,0.089595,90,148.127808,0.009914,145.625000,150.875000,-0.068056,0.068056
448,48,4,48.500000,4.500000,0.063712,93,148.195389,0.009406,146.125000,150.875000,-0.068056,0.087500
449,49,4,49.500000,4.500000,0.072671,85,148.083954,0.010119,145.875000,150.375000,-0.048611,0.068056
450,50,4,50.500000,4.500000,0.061721,79,148.133087,0.009781,145.375000,150.375000,-0.048611,0.068056
451,51,4,51.500000,4.500000,0.080635,89,148.118820,0.009686,145.875000,150.875000,-0.048611,0.068056
452,52,4,52.500000,4.500000,0.069685,67,148.100037,0.009770,145.625000,150.375000,-0.048611,0.068056
453,53,4,53.500000,4.500000,0.113487,90,148.168869,0.009667,145.125000,150.125000,-0.068056,0.068056
454,54,4,54.500000,4.500000,0.099550,90,148.117538,0.009431,145.625000,150.625000,-0.068056,0.087500
455,55,4,55.500000,4.500000,0.061721,82,148.145157,0.009595,144.375000,150.375000,-0.068056,0.087500
456,56,4,56.500000,4.500000,0.006968,33,147.982147,0.009562,145.625000,149.625000,-0.048611,0.048611
