cell,ix,iz,x_mm,z_mm,total_weight,num_slots,mean_E_MeV,mean_theta_rad,min_E_MeV,max_E_MeV,min_theta_rad,max_theta_rad
643,43,6,43.500000,6.500000,0.004966,26,147.275024,0.010170,145.875000,149.625000,-0.048611,0.087500
644,44,6,44.500000,6.500000,0.044696,115,147.175049,0.009484,145.125000,149.875000,-0.068056,0.087500
645,45,6,45.500000,6.500000,0.107271,126,147.094971,0.009186,144.875000,150.375000,-0.068056,0.087500
646,46,6,46.500000,6.500000,0.118197,115,147.116623,0.009940,145.125000,149.625000,-0.068056,0.106944
647,47,6,47.500000,6.500000,0.089393,111,147.127853,0.010112,144.625000,149.875000,-0.068056,0.106944
648,48,6,48.500000,6.500000,0.063568,112,147.195312,0.009157,145.125000,149.875000,-0.068056,0.087500
649,49,6,49.500000,6.500000,0.072507,108,147.083893,0.010224,144.875000,149.375000,-0.068056,0.087500
650,50,6,50.500000,6.500000,0.061582,110,147.133087,0.009591,144.375000,149.375000,-0.068056,0.087500
651,51,6,51.500000,6.500000,0.080453,108,147.118835,0.009618,144.875000,149.875000,-0.068056,0.087500
652,52,6,52.500000,6.500000,0.069528,93,147.099976,0.009872,144.625000,149.375000,-0.087500,0.068056
653,53,6,53.500000,6.500000,0.113231,121,147.168823,0.009867,144.125000,149.125000,-0.068056,0.087500
654,54,6,54.500000,6.500000,0.099325,109,147.117538,0.009313,144.625000,149.625000,-0.068056,0.087500
655,55,6,55.500000,6.500000,0.061582,104,147.145187,0.009646,143.375000,149.375000,-0.068056,0.087500
656,56,6,56.500000,6.500000,0.006953,45,146.982178,0.009805,144.625000,148.625000,-0.068056,0.068056
