cell,ix,iz,x_mm,z_mm,total_weight,num_slots,mean_E_MeV,mean_theta_rad,min_E_MeV,max_E_MeV,min_theta_rad,max_theta_rad
543,43,5,43.500000,5.500000,0.004972,23,147.774994,0.010197,146.375000,150.125000,-0.048611,0.087500
544,44,5,44.500000,5.500000,0.044747,107,147.675003,0.009387,145.625000,150.375000,-0.068056,0.087500
545,45,5,45.500000,5.500000,0.107393,110,147.594879,0.009178,145.375000,150.875000,-0.068056,0.087500
546,46,5,46.500000,5.500000,0.118331,104,147.616547,0.009881,145.625000,150.125000,-0.048611,0.106944
547,47,5,47.500000,5.500000,0.089494,101,147.627808,0.010156,145.125000,150.375000,-0.068056,0.087500
548,48,5,48.500000,5.500000,0.063640,102,147.695267,0.009489,145.625000,150.375000,-0.068056,0.087500
549,49,5,49.500000,5.500000,0.072589,98,147.583908,0.010255,145.375000,149.875000,-0.068056,0.087500
550,50,5,50.500000,5.500000,0.061651,99,147.633057,0.009881,144.875000,149.875000,-0.068056,0.087500
551,51,5,51.500000,5.500000,0.080544,99,147.618835,0.009670,145.375000,150.375000,-0.068056,0.087500
552,52,5,52.500000,5.500000,0.069606,83,147.599991,0.009844,145.125000,149.875000,-0.068056,0.068056
553,53,5,53.500000,5.500000,0.113359,108,147.668854,0.009806,144.625000,149.625000,-0.068056,0.068056
554,54,5,54.500000,5.500000,0.099438,98,147.617493,0.009301,145.125000,150.125000,-0.068056,0.087500
555,55,5,55.500000,5.500000,0.061651,93,147.645126,0.009580,143.875000,149.875000,-0.068056,0.087500
556,56,5,56.500000,5.500000,0.006961,40,147.482178,0.009713,145.125000,149.125000,-0.068056,0.068056
