cell,ix,iz,x_mm,z_mm,total_weight,num_slots,mean_E_MeV,mean_theta_rad,min_E_MeV,max_E_MeV,min_theta_rad,max_theta_rad
15853,53,158,53.500000,158.500000,0.000000,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
15858,58,158,58.500000,158.500000,0.000000,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
15947,47,159,47.500000,159.500000,0.000003,1,0.250000,-0.340278,0.250000,0.250000,-0.340278,-0.340278
15948,48,159,48.500000,159.500000,0.000000,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
15949,49,159,49.500000,159.500000,0.000000,1,0.250000,-0.340278,0.250000,0.250000,-0.340278,-0.340278
15950,50,159,50.500000,159.500000,0.000000,2,0.150000,-0.267642,0.150000,0.150000,-0.340278,0.048611
16044,44,160,44.500000,160.500000,0.000000,1,0.350000,-0.340278,0.350000,0.350000,-0.340278,-0.340278
16046,46,160,46.500000,160.500000,0.000000,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16048,48,160,48.500000,160.500000,0.000003,3,0.448545,-0.340278,0.150000,0.450000,-0.340278,-0.340278
16049,49,160,49.500000,160.500000,0.000110,3,0.150017,-0.340277,0.150000,0.250000,-0.340278,0.340278
16050,50,160,50.500000,160.500000,0.000021,2,0.150000,-0.110262,0.150000,0.150000,-0.340278,0.340278
16051,51,160,51.500000,160.500000,0.000000,1,0.650000,0.340278,0.650000,0.650000,0.340278,0.340278
16054,54,160,54.500000,160.500000,0.000000,2,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16055,55,160,55.500000,160.500000,0.000000,2,0.242042,-0.290761,0.150000,0.250000,-0.340278,0.281944
16144,44,161,44.500000,161.500000,0.000489,3,0.215479,0.105345,0.150000,0.250000,-0.340278,0.340278
16146,46,161,46.500000,161.500000,0.000003,2,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
16147,47,161,47.500000,161.500000,0.000005,1,0.150000,-0.126389,0.150000,0.150000,-0.126389,-0.126389
16151,51,161,51.500000,161.500000,0.000000,2,0.155278,0.322318,0.150000,0.350000,-0.340278,0.340278
16153,53,161,53.500000,161.500000,0.000003,2,0.249990,0.340211,0.150000,0.250000,-0.340278,0.340278
16154,54,161,54.500000,161.500000,0.000000,2,0.150000,-0.260721,0.150000,0.150000,-0.340278,0.340278
16156,56,161,56.500000,161.500000,0.000004,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
16157,57,161,57.500000,161.500000,0.000000,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16242,42,162,42.500000,162.500000,0.000000,1,0.250000,-0.126389,0.250000,0.250000,-0.126389,-0.126389
16244,44,162,44.500000,162.500000,0.000003,3,0.150005,-0.340278,0.150000,0.250000,-0.340278,-0.340278
16245,45,162,45.500000,162.500000,0.004149,2,0.150000,-0.339964,0.150000,0.150000,-0.340278,0.048611
16247,47,162,47.500000,162.500000,0.000000,1,0.250000,0.165278,0.250000,0.250000,0.165278,0.165278
16248,48,162,48.500000,162.500000,0.000000,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
16250,50,162,50.500000,162.500000,0.000082,3,0.150441,-0.340278,0.150000,0.250000,-0.340278,-0.340278
16251,51,162,51.500000,162.500000,0.000000,1,0.350000,-0.340278,0.350000,0.350000,-0.340278,-0.340278
16253,53,162,53.500000,162.500000,0.000000,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
16254,54,162,54.500000,162.500000,0.000003,1,0.250000,-0.068056,0.250000,0.250000,-0.068056,-0.068056
16256,56,162,56.500000,162.500000,0.000293,3,0.152570,-0.321827,0.150000,0.250000,-0.340278,0.340278
16257,57,162,57.500000,162.500000,0.000001,1,0.350000,0.340278,0.350000,0.350000,0.340278,0.340278
16343,43,163,43.500000,163.500000,0.000000,2,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16345,45,163,45.500000,163.500000,0.000000,1,0.250000,-0.340278,0.250000,0.250000,-0.340278,-0.340278
16346,46,163,46.500000,163.500000,0.000517,2,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16350,50,163,50.500000,163.500000,0.000000,2,0.150000,-0.084257,0.150000,0.150000,-0.340278,0.340278
16353,53,163,53.500000,163.500000,0.000001,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16354,54,163,54.500000,163.500000,0.000000,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
16451,51,164,51.500000,164.500000,0.000040,1,0.150000,0.340278,0.150000,0.150000,0.340278,0.340278
16544,44,165,44.500000,165.500000,0.000005,2,0.150010,-0.340278,0.150000,0.650000,-0.340278,-0.340278
16551,51,165,51.500000,165.500000,0.000000,1,0.350000,-0.340278,0.350000,0.350000,-0.340278,-0.340278
16644,44,166,44.500000,166.500000,0.000000,1,0.250000,-0.340278,0.250000,0.250000,-0.340278,-0.340278
16743,43,167,43.500000,167.500000,0.000000,3,0.265901,0.007238,0.150000,0.450000,-0.340278,0.340278
16844,44,168,44.500000,168.500000,0.000000,1,0.150000,-0.340278,0.150000,0.150000,-0.340278,-0.340278
